SR Change,Elim,Death,Match Time,Dmg
24.00,18.00,5.00,6,5111.00
-20.00,27.00,7.00,11,6702.00
-21.00,32.00,14.00,12,3886.00
-20.00,1.00,8.00,15,4979.00
-19.00,32.00,9.00,6,5911.00
26.00,20.00,10.00,13,7209.00
-17.00,22.00,5.00,8,6031.00
-19.00,14.00,11.00,7,4645.00
22.00,25.00,5.00,14,4316.00
-25.00,34.00,10.00,12,12466.00
-17.00,16.00,6.00,16,10687.00
-21.00,31.00,14.00,14,10931.00
-12.00,25.00,8.00,7,9767.00
-12.00,19.00,5.00,10,3927.00
24.00,16.00,4.00,11,6878.00
-24.00,16.00,7.00,10,6009.00
34.00,31.00,3.00,10,6997.00
27.00,18.00,11.00,8,10148.00
27.00,26.00,5.00,10,4167.00
-16.00,36.00,4.00,5,10380.00
22.00,12.00,5.00,8,7798.00
20.00,33.00,11.00,11,5180.00
27.00,11.00,10.00,10,4272.00
18.00,11.00,7.00,19,9607.00
29.00,22.00,9.00,14,6538.00
-25.00,25.00,7.00,14,2163.00
21.00,25.00,3.00,10,3032.00
32.00,23.00,5.00,22,13179.00
32.00,29.00,6.00,15,9735.00
19.00,18.00,4.00,13,9708.00
20.00,10.00,9.00,13,4473.00
21.00,31.00,13.00,16,5528.00
-21.00,29.00,3.00,13,11313.00
23.00,5.00,13.00,16,2438.00
30.00,12.00,10.00,8,2811.00
-23.00,35.00,5.00,10,2757.00
-26.00,8.00,18.00,4,7010.00
21.00,28.00,8.00,14,2245.00
20.00,9.00,9.00,6,7637.00
-24.00,6.00,3.00,13,5726.00
13.00,31.00,10.00,6,3854.00
-23.00,23.00,11.00,5,4713.00
22.00,35.00,3.00,8,3115.00
-25.00,3.00,14.00,6,2195.00
24.00,38.00,5.00,11,5340.00
-23.00,14.00,4.00,12,2811.00
24.00,27.00,7.00,10,9606.00
29.00,30.00,13.00,19,2731.00
25.00,2.00,9.00,9,9620.00
-28.00,21.00,6.00,6,4003.00
25.00,26.00,10.00,14,2472.00
19.00,9.00,8.00,15,6054.00
-33.00,43.00,16.00,12,11830.00
-23.00,14.00,5.00,10,9020.00
20.00,6.00,14.00,7,10086.00
23.00,37.00,4.00,16,4250.00
18.00,37.00,9.00,13,4055.00
30.00,20.00,10.00,9,1509.00
-23.00,3.00,16.00,14,3934.00
-23.00,22.00,8.00,9,3402.00
-19.00,40.00,7.00,21,3632.00
28.00,5.00,11.00,15,10535.00
26.00,20.00,11.00,7,5248.00
28.00,24.00,10.00,9,3172.00
-23.00,22.00,11.00,10,4204.00
-19.00,18.00,9.00,14,4224.00
32.00,32.00,9.00,13,8877.00
-26.00,1.00,8.00,15,2795.00
32.00,13.00,12.00,14,1366.00
-32.00,21.00,7.00,15,17301.00
-22.00,42.00,12.00,4,2183.00
21.00,9.00,5.00,14,7485.00
-24.00,26.00,4.00,7,7082.00
26.00,18.00,8.00,9,6279.00
21.00,17.00,5.00,15,6142.00
-20.00,34.00,11.00,16,6594.00
26.00,34.00,6.00,13,5468.00
27.00,15.00,16.00,7,5806.00
19.00,21.00,6.00,14,6576.00
17.00,5.00,9.00,16,6808.00
33.00,35.00,9.00,15,5379.00
23.00,7.00,11.00,10,4710.00
20.00,12.00,14.00,16,9822.00
-29.00,2.00,8.00,18,4322.00
18.00,33.00,10.00,21,4216.00
-19.00,55.00,7.00,11,1864.00
-23.00,11.00,8.00,16,7782.00
35.00,29.00,10.00,8,8894.00
-19.00,4.00,12.00,7,4335.00
14.00,23.00,9.00,22,2499.00
18.00,21.00,12.00,13,7965.00
-20.00,13.00,13.00,20,1468.00
-19.00,13.00,3.00,13,7123.00
20.00,31.00,8.00,13,7431.00
-27.00,34.00,8.00,15,9900.00
25.00,2.00,9.00,5,5294.00
20.00,29.00,10.00,18,2545.00
-25.00,26.00,4.00,15,2348.00
-28.00,6.00,10.00,9,5686.00
26.00,13.00,14.00,7,6190.00
25.00,15.00,3.00,7,9239.00
22.00,19.00,10.00,11,10257.00
-18.00,2.00,15.00,6,6691.00
-22.00,11.00,3.00,15,8139.00
-26.00,11.00,8.00,16,1676.00
27.00,37.00,3.00,8,7454.00
-28.00,27.00,6.00,4,3971.00
-22.00,22.00,16.00,15,5992.00
-28.00,12.00,10.00,20,3310.00
29.00,2.00,14.00,9,9793.00
-24.00,14.00,8.00,16,3208.00
27.00,7.00,5.00,11,2130.00
24.00,6.00,7.00,16,6886.00
-18.00,11.00,10.00,12,8827.00
23.00,22.00,17.00,8,8203.00
-15.00,8.00,8.00,15,6198.00
-23.00,4.00,16.00,10,9680.00
-23.00,37.00,6.00,12,3458.00
23.00,17.00,12.00,14,5300.00
18.00,19.00,7.00,5,7627.00
18.00,26.00,11.00,12,5282.00
27.00,25.00,10.00,16,2281.00
-28.00,25.00,16.00,13,5335.00
-23.00,5.00,13.00,10,4221.00
25.00,23.00,13.00,9,7551.00
-21.00,33.00,7.00,19,6867.00
-27.00,33.00,1.00,11,7433.00
21.00,14.00,6.00,10,3929.00
-20.00,5.00,10.00,5,8489.00
30.00,26.00,17.00,5,6705.00
-25.00,1.00,9.00,8,7384.00
-25.00,39.00,9.00,11,4666.00
-24.00,21.00,12.00,10,2297.00
-27.00,14.00,8.00,13,6427.00
28.00,21.00,9.00,15,4199.00
-21.00,39.00,15.00,12,2616.00
29.00,13.00,8.00,15,14005.00
29.00,27.00,9.00,7,7762.00
-27.00,40.00,7.00,12,13774.00
22.00,22.00,12.00,12,5231.00
30.00,16.00,14.00,15,3432.00
-25.00,29.00,11.00,10,12985.00
-18.00,36.00,5.00,12,1138.00
-18.00,11.00,5.00,13,3664.00
21.00,29.00,9.00,9,10210.00
-25.00,27.00,10.00,22,12104.00
-19.00,12.00,6.00,17,6069.00
29.00,9.00,9.00,15,3016.00
20.00,19.00,15.00,18,6029.00
26.00,23.00,10.00,12,2543.00
24.00,24.00,16.00,12,5444.00
-22.00,20.00,11.00,8,5210.00
30.00,33.00,14.00,7,975.00
24.00,21.00,3.00,12,9010.00
-22.00,7.00,9.00,9,4737.00
19.00,19.00,7.00,16,7783.00
-19.00,26.00,8.00,7,5287.00
34.00,16.00,10.00,14,5747.00
23.00,15.00,2.00,6,2265.00
-27.00,19.00,13.00,15,2587.00
18.00,10.00,10.00,12,7414.00
23.00,6.00,15.00,12,3829.00
-22.00,14.00,10.00,8,9382.00
19.00,30.00,8.00,13,3128.00
25.00,42.00,4.00,8,8312.00
-20.00,15.00,7.00,15,4650.00
25.00,35.00,9.00,5,2321.00
23.00,50.00,11.00,11,2715.00
-23.00,54.00,2.00,9,3633.00
-30.00,11.00,9.00,5,13848.00
21.00,22.00,4.00,9,11253.00
-23.00,5.00,10.00,16,2483.00
18.00,9.00,11.00,11,4530.00
-11.00,7.00,9.00,8,4847.00
22.00,15.00,8.00,7,4761.00
35.00,13.00,12.00,14,11323.00
-27.00,11.00,16.00,10,7248.00
-17.00,16.00,13.00,11,4385.00
-18.00,27.00,8.00,13,7134.00
23.00,26.00,11.00,11,4657.00
-23.00,18.00,5.00,12,6643.00
17.00,35.00,8.00,15,7414.00
27.00,26.00,10.00,10,10000.00
32.00,8.00,7.00,6,9628.00
27.00,29.00,10.00,4,8227.00
-24.00,1.00,11.00,11,1994.00
31.00,30.00,3.00,11,7142.00
25.00,9.00,16.00,17,7119.00
31.00,15.00,15.00,16,11951.00
23.00,15.00,8.00,6,6960.00
-26.00,16.00,11.00,15,4469.00
-29.00,8.00,17.00,7,8435.00
27.00,7.00,8.00,21,8161.00
-29.00,22.00,12.00,14,8084.00
-25.00,18.00,7.00,11,2860.00
-21.00,4.00,6.00,13,10664.00
-19.00,16.00,12.00,15,2763.00
22.00,10.00,12.00,14,6926.00
-29.00,13.00,8.00,14,6320.00
-22.00,27.00,9.00,17,3830.00
26.00,17.00,14.00,8,2882.00
-23.00,42.00,7.00,6,6164.00
-21.00,9.00,18.00,12,4797.00
30.00,29.00,8.00,11,10224.00
-25.00,31.00,10.00,8,1182.00
-17.00,21.00,8.00,8,7444.00
-23.00,38.00,13.00,15,5879.00
-23.00,5.00,9.00,11,9639.00
23.00,38.00,13.00,11,4226.00
27.00,29.00,6.00,13,2502.00
14.00,10.00,10.00,14,3697.00
20.00,27.00,7.00,15,2580.00
18.00,31.00,12.00,10,9414.00
29.00,11.00,12.00,13,1704.00
13.00,8.00,22.00,6,6130.00
-24.00,33.00,15.00,9,1006.00
-26.00,32.00,16.00,6,3047.00
-14.00,8.00,8.00,15,1851.00
26.00,13.00,15.00,9,3457.00
-23.00,25.00,3.00,16,5698.00
25.00,31.00,5.00,10,3215.00
-24.00,10.00,6.00,9,12008.00
22.00,18.00,12.00,13,2456.00
28.00,6.00,4.00,13,6775.00
-20.00,29.00,9.00,14,6380.00
20.00,35.00,3.00,5,5352.00
16.00,19.00,8.00,11,1757.00
-31.00,16.00,19.00,15,12951.00
21.00,14.00,8.00,13,548.00
20.00,43.00,7.00,16,7063.00
19.00,8.00,10.00,12,2803.00
23.00,26.00,10.00,13,2641.00
-22.00,14.00,3.00,16,3704.00
28.00,20.00,13.00,7,4648.00
32.00,18.00,17.00,17,3035.00
19.00,20.00,13.00,15,2710.00
19.00,33.00,7.00,18,7234.00
23.00,19.00,11.00,18,5374.00
-26.00,26.00,6.00,14,6495.00
20.00,9.00,3.00,15,4122.00
-22.00,4.00,12.00,16,15995.00
26.00,42.00,14.00,8,3767.00
32.00,20.00,12.00,11,3178.00
-23.00,14.00,15.00,11,6204.00
14.00,38.00,11.00,19,6502.00
-28.00,14.00,20.00,13,3108.00
28.00,16.00,3.00,14,13409.00
23.00,15.00,15.00,13,3699.00
-22.00,6.00,3.00,14,2008.00
28.00,19.00,12.00,13,11270.00
22.00,22.00,18.00,18,6090.00
17.00,33.00,11.00,14,731.00
-20.00,10.00,17.00,10,4966.00
-20.00,16.00,11.00,12,6572.00
23.00,24.00,14.00,13,3037.00
-25.00,22.00,7.00,10,7401.00
29.00,22.00,13.00,6,5592.00
-26.00,21.00,6.00,16,12562.00
16.00,18.00,3.00,10,1292.00
20.00,20.00,10.00,8,3334.00
-20.00,16.00,7.00,12,4806.00
-24.00,5.00,4.00,12,6936.00
29.00,32.00,14.00,6,4825.00
32.00,33.00,6.00,4,1413.00
-25.00,25.00,8.00,8,2910.00
20.00,38.00,13.00,5,3152.00
24.00,23.00,7.00,8,4241.00
19.00,29.00,10.00,10,2941.00
18.00,33.00,2.00,11,4810.00
-25.00,40.00,15.00,14,6280.00
-19.00,12.00,7.00,3,6031.00
27.00,1.00,12.00,14,2994.00
22.00,10.00,9.00,9,3189.00
18.00,26.00,8.00,17,6930.00
-25.00,14.00,11.00,16,2884.00
29.00,16.00,4.00,18,3988.00
25.00,14.00,15.00,14,1672.00
-20.00,24.00,17.00,14,4189.00
27.00,1.00,7.00,10,9375.00
26.00,9.00,11.00,10,2053.00
-28.00,28.00,10.00,9,9847.00
-24.00,2.00,7.00,7,10826.00
20.00,19.00,16.00,13,4782.00
18.00,14.00,10.00,10,5911.00
-20.00,37.00,10.00,16,6682.00
28.00,9.00,13.00,14,9406.00
-25.00,12.00,10.00,5,3382.00
-25.00,9.00,3.00,13,4835.00
-19.00,26.00,8.00,12,9691.00
17.00,2.00,10.00,12,5716.00
-25.00,51.00,18.00,8,5855.00
-29.00,0.00,5.00,21,13738.00
29.00,29.00,13.00,9,3828.00
-24.00,28.00,8.00,14,6044.00
25.00,9.00,8.00,9,4630.00
19.00,17.00,4.00,9,6545.00
-25.00,36.00,16.00,8,3175.00
18.00,3.00,12.00,11,4175.00
21.00,12.00,6.00,13,2919.00
22.00,24.00,6.00,12,2997.00
-15.00,41.00,5.00,13,4192.00
-21.00,20.00,6.00,15,6040.00
21.00,29.00,11.00,5,8966.00
27.00,23.00,13.00,13,7606.00
34.00,8.00,7.00,7,9017.00
31.00,19.00,10.00,11,4965.00
-26.00,16.00,13.00,21,4381.00
-22.00,23.00,10.00,17,969.00
-18.00,17.00,17.00,13,5544.00
35.00,14.00,12.00,11,2623.00
-22.00,19.00,4.00,15,10904.00
18.00,21.00,8.00,12,4159.00
12.00,13.00,20.00,9,6067.00
32.00,20.00,7.00,17,1329.00
26.00,3.00,9.00,9,2502.00
30.00,27.00,10.00,14,3887.00
19.00,21.00,11.00,11,8962.00
26.00,22.00,11.00,16,9242.00
29.00,38.00,15.00,8,2871.00
-18.00,22.00,13.00,9,7352.00
21.00,9.00,8.00,5,7938.00
25.00,12.00,9.00,5,4908.00
17.00,23.00,7.00,11,6211.00
34.00,7.00,11.00,16,4304.00
-20.00,18.00,17.00,17,4530.00
-29.00,11.00,11.00,14,7144.00
26.00,9.00,2.00,10,2087.00
27.00,14.00,7.00,19,4277.00
24.00,29.00,8.00,12,12124.00
-26.00,35.00,7.00,17,7063.00
26.00,30.00,13.00,16,5252.00
23.00,12.00,8.00,12,7572.00
-30.00,12.00,10.00,19,4816.00
-22.00,15.00,13.00,23,1696.00
22.00,20.00,13.00,16,4082.00
24.00,31.00,7.00,13,5695.00
-25.00,6.00,10.00,12,7114.00
31.00,18.00,11.00,13,10242.00
28.00,28.00,7.00,10,6007.00
23.00,32.00,17.00,15,3459.00
19.00,19.00,9.00,13,4325.00
-24.00,3.00,9.00,9,5500.00
33.00,25.00,9.00,9,1472.00
-24.00,30.00,11.00,9,2273.00
17.00,16.00,4.00,15,5705.00
-26.00,11.00,4.00,17,2080.00
-32.00,31.00,9.00,9,1235.00
-18.00,19.00,10.00,16,1150.00
-27.00,25.00,15.00,15,7927.00
-23.00,28.00,4.00,5,1741.00
-19.00,23.00,10.00,12,7464.00
-27.00,7.00,15.00,16,7345.00
19.00,39.00,7.00,17,3044.00
-23.00,25.00,6.00,9,7137.00
-23.00,13.00,7.00,16,6188.00
25.00,32.00,5.00,17,3052.00
-25.00,20.00,9.00,17,7064.00
25.00,5.00,8.00,16,7173.00
-22.00,18.00,19.00,13,8843.00
-22.00,5.00,7.00,14,4367.00
22.00,24.00,12.00,9,6801.00
-18.00,38.00,16.00,10,7986.00
-25.00,52.00,11.00,13,6766.00
24.00,26.00,17.00,16,7467.00
-27.00,9.00,6.00,12,7476.00
23.00,31.00,14.00,7,9599.00
23.00,24.00,12.00,5,8324.00
34.00,14.00,7.00,16,7627.00
17.00,11.00,12.00,17,4029.00
20.00,20.00,7.00,11,8101.00
22.00,36.00,7.00,12,4011.00
23.00,15.00,5.00,6,8648.00
25.00,10.00,5.00,13,4084.00
-17.00,25.00,17.00,12,6657.00
-20.00,33.00,12.00,9,4696.00
-26.00,22.00,13.00,13,9709.00
-25.00,31.00,10.00,10,5561.00
-25.00,34.00,9.00,13,7795.00
-22.00,14.00,9.00,19,4614.00
-19.00,14.00,6.00,20,6661.00
-30.00,37.00,2.00,16,6508.00
-27.00,21.00,17.00,8,7471.00
-18.00,28.00,5.00,13,7187.00
22.00,18.00,2.00,16,6409.00
-25.00,20.00,14.00,15,5199.00
-24.00,36.00,5.00,16,3859.00
26.00,16.00,12.00,10,11810.00
-26.00,35.00,9.00,14,6941.00
24.00,7.00,13.00,16,7778.00
19.00,19.00,9.00,16,4605.00
-19.00,33.00,16.00,7,6962.00
27.00,14.00,8.00,16,2593.00
26.00,3.00,11.00,5,3875.00
-20.00,25.00,6.00,13,4826.00
21.00,18.00,10.00,6,7388.00
-16.00,35.00,9.00,12,4294.00
18.00,19.00,8.00,6,6200.00
23.00,31.00,8.00,10,9115.00
25.00,23.00,9.00,15,3948.00
-26.00,12.00,12.00,6,3411.00
-20.00,38.00,15.00,16,3809.00
-22.00,20.00,7.00,18,2253.00
-19.00,23.00,15.00,14,9885.00
-25.00,27.00,14.00,5,6909.00
24.00,18.00,11.00,5,6352.00
26.00,22.00,8.00,9,6193.00
26.00,30.00,11.00,13,8310.00
28.00,57.00,15.00,13,10189.00
28.00,13.00,13.00,18,6622.00
32.00,8.00,6.00,14,5460.00
18.00,36.00,5.00,15,6894.00
-20.00,5.00,7.00,5,5924.00
-17.00,30.00,8.00,14,3825.00
28.00,35.00,7.00,12,7940.00
-20.00,27.00,18.00,8,6250.00
24.00,9.00,10.00,13,1607.00
24.00,8.00,10.00,13,7825.00
-24.00,27.00,2.00,13,4680.00
14.00,25.00,14.00,12,10129.00
12.00,1.00,10.00,9,7702.00
29.00,28.00,10.00,12,6669.00
25.00,22.00,2.00,12,3828.00
22.00,22.00,11.00,13,1463.00
-26.00,12.00,15.00,5,4021.00
16.00,17.00,10.00,18,1760.00
-26.00,15.00,15.00,4,9760.00
29.00,9.00,3.00,13,2808.00
23.00,11.00,10.00,19,4375.00
24.00,28.00,4.00,18,4352.00
23.00,20.00,4.00,7,10983.00
21.00,26.00,11.00,13,2468.00
33.00,41.00,12.00,15,5375.00
-30.00,10.00,11.00,10,6815.00
-22.00,30.00,11.00,12,2897.00
27.00,22.00,14.00,4,10247.00
19.00,23.00,12.00,10,7806.00
40.00,10.00,10.00,5,7438.00
25.00,20.00,10.00,6,4306.00
26.00,22.00,9.00,10,7027.00
-21.00,16.00,18.00,12,3068.00
27.00,12.00,6.00,16,7185.00
-27.00,12.00,13.00,7,5171.00
-19.00,36.00,9.00,16,8443.00
24.00,26.00,7.00,10,2957.00
-33.00,35.00,13.00,10,3305.00
18.00,9.00,8.00,12,9881.00
17.00,21.00,10.00,13,5851.00
-24.00,19.00,19.00,18,7837.00
26.00,27.00,16.00,17,7896.00
-24.00,30.00,11.00,14,9714.00
19.00,30.00,10.00,12,6940.00
27.00,3.00,10.00,17,11907.00
-33.00,19.00,16.00,15,6431.00
18.00,17.00,5.00,10,7887.00
-21.00,28.00,7.00,14,2371.00
-21.00,24.00,7.00,16,3948.00
-15.00,20.00,2.00,6,3433.00
-26.00,3.00,19.00,12,3075.00
-23.00,10.00,10.00,12,11444.00
18.00,31.00,8.00,13,1695.00
-21.00,37.00,4.00,9,9849.00
-28.00,26.00,13.00,17,8669.00
25.00,23.00,12.00,16,9481.00
23.00,10.00,21.00,9,3968.00
19.00,19.00,7.00,10,2284.00
23.00,13.00,9.00,14,4114.00
-20.00,7.00,2.00,13,5689.00
-24.00,16.00,14.00,16,3611.00
28.00,18.00,15.00,12,743.00
-25.00,2.00,13.00,16,12103.00
-24.00,25.00,3.00,15,2726.00
24.00,14.00,8.00,8,3581.00
26.00,32.00,12.00,4,9444.00
18.00,39.00,5.00,9,11219.00
-24.00,17.00,10.00,6,6376.00
-27.00,15.00,9.00,4,10218.00
-20.00,1.00,9.00,14,4486.00
-27.00,11.00,13.00,12,1974.00
23.00,30.00,5.00,10,8673.00
-17.00,10.00,4.00,7,7231.00
23.00,20.00,10.00,13,5671.00
25.00,7.00,12.00,14,7076.00
23.00,27.00,11.00,9,6436.00
-17.00,10.00,15.00,8,3896.00
-27.00,21.00,3.00,11,3051.00
-17.00,26.00,14.00,13,893.00
27.00,16.00,11.00,12,2610.00
-24.00,31.00,9.00,16,2768.00
-20.00,10.00,4.00,5,1797.00
24.00,17.00,15.00,13,2657.00
24.00,20.00,12.00,14,2132.00
-14.00,20.00,15.00,16,6356.00
-21.00,10.00,11.00,15,2336.00
-18.00,3.00,7.00,11,7092.00
-21.00,54.00,11.00,11,3674.00
23.00,22.00,3.00,13,7169.00
18.00,26.00,9.00,14,10694.00
18.00,27.00,9.00,8,1739.00
23.00,16.00,13.00,11,4509.00
26.00,22.00,12.00,5,7241.00
35.00,20.00,11.00,12,5501.00
-14.00,2.00,9.00,12,8538.00
-23.00,30.00,4.00,9,5946.00
29.00,17.00,2.00,13,3842.00
18.00,42.00,9.00,15,5548.00
-18.00,28.00,12.00,12,9892.00
19.00,22.00,10.00,11,9256.00
-30.00,18.00,13.00,15,6205.00
28.00,11.00,9.00,9,8891.00
-23.00,28.00,8.00,14,4728.00
22.00,14.00,15.00,8,3914.00
-18.00,27.00,9.00,13,11374.00
25.00,3.00,16.00,8,6341.00
-24.00,31.00,9.00,11,5316.00
18.00,34.00,9.00,14,1883.00
-16.00,29.00,16.00,13,6204.00
27.00,25.00,13.00,6,3490.00
-21.00,7.00,13.00,12,4977.00
-25.00,20.00,10.00,10,1892.00
19.00,1.00,9.00,12,6979.00
27.00,37.00,8.00,14,4153.00
-19.00,21.00,11.00,9,2432.00
27.00,11.00,12.00,18,12162.00
26.00,20.00,11.00,9,5457.00
-29.00,17.00,10.00,13,3445.00
23.00,17.00,15.00,12,7156.00
-19.00,9.00,12.00,5,5972.00
-23.00,18.00,16.00,7,3530.00
-31.00,18.00,14.00,12,5681.00
-26.00,9.00,10.00,12,8014.00
26.00,24.00,8.00,12,6886.00
23.00,20.00,8.00,13,1944.00
24.00,33.00,8.00,7,3756.00
27.00,30.00,12.00,16,4582.00
22.00,12.00,6.00,13,3426.00
-21.00,37.00,11.00,10,11528.00
-23.00,7.00,15.00,14,3691.00
-23.00,24.00,2.00,12,6139.00
26.00,21.00,10.00,12,6988.00
18.00,31.00,11.00,13,5255.00
-29.00,22.00,8.00,17,9751.00
26.00,9.00,11.00,11,7349.00
-28.00,30.00,16.00,18,7487.00
-30.00,17.00,3.00,16,5200.00
-17.00,28.00,17.00,14,6948.00
-16.00,34.00,7.00,8,3924.00
31.00,3.00,5.00,13,2592.00
33.00,15.00,11.00,12,6661.00
27.00,23.00,9.00,22,5211.00
21.00,20.00,7.00,14,4857.00
-25.00,42.00,11.00,10,3993.00
21.00,18.00,5.00,7,2642.00
23.00,10.00,5.00,6,2286.00
-26.00,56.00,7.00,8,6580.00
-22.00,10.00,5.00,15,8918.00
-16.00,21.00,7.00,16,7278.00
18.00,30.00,5.00,8,3983.00
21.00,27.00,8.00,7,6146.00
20.00,13.00,9.00,10,1578.00
26.00,16.00,6.00,10,3915.00
16.00,22.00,11.00,13,7803.00
-28.00,10.00,6.00,6,8956.00
-28.00,13.00,10.00,15,4138.00
30.00,27.00,15.00,5,6330.00
-25.00,3.00,3.00,17,9573.00
18.00,37.00,12.00,13,9817.00
-25.00,5.00,2.00,16,3226.00
21.00,17.00,16.00,17,10442.00
30.00,16.00,11.00,11,5138.00
-23.00,29.00,3.00,16,5178.00
27.00,30.00,11.00,4,6140.00
24.00,25.00,8.00,14,3226.00
23.00,16.00,13.00,12,6914.00
-25.00,41.00,6.00,4,510.00
-23.00,23.00,14.00,5,4100.00
29.00,14.00,4.00,13,3114.00
-32.00,15.00,12.00,12,6855.00
19.00,16.00,7.00,15,2796.00
-26.00,27.00,6.00,15,4037.00
19.00,62.00,9.00,16,9993.00
-18.00,2.00,3.00,14,2639.00
19.00,10.00,9.00,5,12236.00
26.00,16.00,15.00,5,6520.00
32.00,4.00,10.00,13,13381.00
25.00,11.00,2.00,16,4208.00
-23.00,16.00,9.00,17,2782.00
-25.00,13.00,12.00,16,1630.00
-28.00,18.00,15.00,15,4998.00
-21.00,2.00,6.00,14,8023.00
-22.00,28.00,15.00,6,3211.00
16.00,16.00,7.00,13,3843.00
18.00,29.00,7.00,16,6397.00
20.00,8.00,12.00,17,9785.00
20.00,20.00,9.00,8,4245.00
-28.00,16.00,9.00,16,7090.00
21.00,20.00,10.00,9,7296.00
17.00,53.00,11.00,17,6790.00
-22.00,36.00,7.00,11,7403.00
-27.00,33.00,5.00,16,5503.00
20.00,13.00,13.00,6,2653.00
24.00,12.00,4.00,6,17112.00
23.00,10.00,11.00,5,6209.00
-17.00,11.00,11.00,4,5493.00
25.00,25.00,10.00,15,8676.00
28.00,9.00,12.00,23,8151.00
-26.00,6.00,9.00,15,6308.00
-25.00,35.00,12.00,14,6720.00
18.00,24.00,6.00,8,4304.00
-27.00,13.00,5.00,18,1641.00
22.00,23.00,2.00,8,3013.00
29.00,54.00,6.00,6,10224.00
-24.00,23.00,9.00,15,1604.00
28.00,14.00,10.00,15,9667.00
24.00,20.00,3.00,9,5941.00
17.00,15.00,11.00,8,8180.00
35.00,24.00,3.00,16,7452.00
-23.00,35.00,13.00,19,6637.00
24.00,16.00,7.00,11,8730.00
30.00,26.00,8.00,11,1669.00
35.00,17.00,11.00,12,5719.00
-22.00,28.00,12.00,13,7354.00
35.00,19.00,8.00,13,3579.00
-22.00,27.00,9.00,6,6091.00
-18.00,7.00,10.00,15,10506.00
32.00,27.00,8.00,4,3525.00
-29.00,3.00,7.00,15,2158.00
29.00,16.00,7.00,13,5212.00
-19.00,29.00,3.00,12,3689.00
28.00,21.00,11.00,19,9136.00
22.00,17.00,3.00,11,7281.00
-20.00,19.00,9.00,11,4582.00
-18.00,15.00,2.00,15,5369.00
23.00,19.00,11.00,11,5044.00
23.00,50.00,2.00,13,6636.00
18.00,18.00,8.00,12,4624.00
23.00,26.00,15.00,14,8995.00
-23.00,17.00,8.00,15,6020.00
-23.00,18.00,12.00,11,17350.00
-21.00,18.00,13.00,11,7349.00
-30.00,19.00,6.00,20,3684.00
-24.00,5.00,9.00,10,4229.00
-22.00,34.00,1.00,16,4615.00
31.00,3.00,5.00,8,3174.00
19.00,16.00,8.00,14,4682.00
-22.00,24.00,6.00,9,6681.00
21.00,12.00,3.00,17,2000.00
-25.00,7.00,4.00,20,5729.00
-25.00,16.00,3.00,12,5994.00
-20.00,28.00,9.00,9,5004.00
32.00,28.00,11.00,12,5561.00
22.00,31.00,8.00,13,2937.00
-26.00,19.00,9.00,12,8189.00
25.00,15.00,4.00,18,71.00
22.00,1.00,6.00,13,1601.00
-19.00,24.00,11.00,11,8013.00
20.00,29.00,7.00,11,2530.00
27.00,8.00,7.00,11,16403.00
16.00,3.00,9.00,12,4655.00
-14.00,9.00,10.00,15,6390.00
-24.00,15.00,11.00,9,7423.00
25.00,7.00,10.00,11,5044.00
-24.00,1.00,9.00,6,5864.00
-28.00,37.00,3.00,12,2488.00
-31.00,10.00,10.00,11,6340.00
24.00,25.00,20.00,17,6375.00
30.00,9.00,13.00,16,4523.00
27.00,12.00,2.00,17,3672.00
29.00,32.00,19.00,8,12101.00
26.00,6.00,13.00,11,3229.00
23.00,7.00,4.00,22,4099.00
25.00,13.00,11.00,12,4668.00
-23.00,7.00,9.00,10,3982.00
-29.00,22.00,6.00,15,2295.00
-26.00,4.00,5.00,20,11771.00
22.00,42.00,11.00,6,817.00
40.00,28.00,8.00,17,5083.00
26.00,27.00,11.00,16,979.00
-23.00,26.00,9.00,7,6737.00
-26.00,1.00,10.00,6,4819.00
17.00,24.00,10.00,6,6476.00
25.00,17.00,15.00,7,6214.00
24.00,18.00,4.00,18,4717.00
19.00,17.00,11.00,18,5900.00
-17.00,15.00,16.00,15,3607.00
26.00,21.00,9.00,6,6549.00
32.00,7.00,6.00,11,13940.00
26.00,39.00,8.00,7,5495.00
-18.00,15.00,2.00,12,5296.00
-28.00,28.00,9.00,13,3440.00
32.00,11.00,7.00,10,6180.00
-24.00,52.00,8.00,21,6488.00
15.00,18.00,14.00,15,3205.00
24.00,32.00,3.00,14,10723.00
22.00,12.00,11.00,11,1825.00
21.00,40.00,10.00,12,5305.00
25.00,28.00,8.00,15,10470.00
22.00,13.00,8.00,3,5889.00
34.00,23.00,3.00,13,6887.00
23.00,39.00,3.00,9,2623.00
24.00,32.00,9.00,9,5520.00
-20.00,17.00,13.00,9,12743.00
16.00,0.00,10.00,10,3940.00
-17.00,18.00,6.00,15,3186.00
-21.00,20.00,13.00,14,12018.00
-19.00,22.00,11.00,14,10204.00
30.00,25.00,6.00,13,8116.00
-28.00,26.00,14.00,12,4656.00
23.00,10.00,6.00,18,4183.00
23.00,13.00,2.00,13,7317.00
18.00,22.00,16.00,16,4192.00
-25.00,18.00,0.00,11,7796.00
28.00,41.00,8.00,20,7473.00
-22.00,12.00,14.00,9,13234.00
21.00,30.00,18.00,12,8821.00
26.00,20.00,4.00,4,12038.00
30.00,14.00,11.00,6,10252.00
30.00,16.00,8.00,6,2226.00
-30.00,39.00,11.00,17,6276.00
21.00,15.00,10.00,4,4804.00
